source_url,text_chunk
https://medlineplus.gov/anxiety.html,"be effective, it should focus on your specific anxieties and needs. There are many types; some of the types used for anxiety disorders include: - Cognitive behavioral therapy (CBT), which teaches you different ways of thinking and behaving. It can help you change how you react to the things that cause you to feel fear and anxiety. It may include exposure therapy. This therapy focuses on having you confront your fears so that you will be able to do the things that you had been avoiding. - Acceptance and commitment therapy may help with some anxiety disorders. It uses strategies such as mindfulness and goal setting to reduce discomfort and anxiety. - Medicines to treat anxiety disorders include anti-anxiety medicines and certain antidepressants. Some types of medicines may work better for specific types of anxiety disorders. You should work closely with your provider to identify which medicine is best for you. You may need to try more than one medicine before you can find the right one. Support groups and stress management techniques may also be helpful. NIH: National Institute of Mental Health Diagnosis and Tests - Mental Health Screening (National Library of Medicine) Also in Spanish Treatments and Therapies - Anxiety and Complementary Health Approaches (National Center for Complementary and Integrative Health) - Beyond Worry: How Psychologists Help with Anxiety Disorders (American Psychological Association) Also in Spanish - Herbal Treatment for Anxiety: Is It Effective? (Mayo Foundation for Medical Education and Research) Also in Spanish - Mental Health Medications (National Institute of Mental Health) - Psychotherapies (National Institute of Mental Health) Living With - Coping with Anxiety: Can Diet Make a Difference? (Mayo Foundation for Medical Education and Research) Also in Spanish - Depression and Anxiety: Exercise Eases Symptoms (Mayo Foundation for Medical Education and Research) Also in Spanish"
https://medlineplus.gov/anxiety.html,"- How to Cope with Medical Test Anxiety (National Library of Medicine) Also in Spanish - Metabolic Side Effects of Psychiatric Medications (American Association of Psychiatric Pharmacists) - PDF - What to Know Before Stopping Medications (American Association of Psychiatric Pharmacists) - PDF Related Issues - The Link Between Migraine, Depression and Anxiety (American Migraine Foundation) Specifics - Generalized Anxiety Disorder (American Academy of Family Physicians) Also in Spanish - Generalized Anxiety Disorder: When Worry Gets Out of Control (National Institute of Mental Health) Also in Spanish Test Your Knowledge - How Well Are You Managing Stress? (Medical Encyclopedia) Also in Spanish - Test Your Anxiety Knowledge (Medical Encyclopedia) Also in Spanish Statistics and Research Clinical Trials - ClinicalTrials.gov: Anxiety (National Institutes of Health) - ClinicalTrials.gov: Anxiety Disorders (National Institutes of Health) Journal Articles References and abstracts from MEDLINE/PubMed (National Library of Medicine) - Article: The impact of video-animated information on anxiety, satisfaction, and pain perception... - Article: The effect of curcumin on postpartum depression and anxiety in primiparous... - Article: Effect on preoperative anxiety of a personalized three-dimensional kidney model prior... - Anxiety -- see more articles Find an Expert - American Academy of Child and Adolescent Psychiatry - Anxiety and Depression Association of America - Find a Therapist (Anxiety and Depression Association of America) - FindTreatment.gov (Substance Abuse and Mental Health Services Administration) Also in Spanish - Help for Mental Illnesses (National Institute of Mental Health) Also in Spanish - NAMI - National Institute of Mental Health Also in Spanish Children - Anxiety Disorders (Nemours Foundation) Also in Spanish - Childhood Fears and Worries (Nemours Foundation) Also in Spanish - Helping Kids when They Worry (Nemours Foundation) Also in Spanish - Helping Your Child Manage Anxiety (Nemours Foundation) Also in Spanish - How Can I Worry Less? (Nemours"
https://medlineplus.gov/anxiety.html,Foundation) Also in Spanish - Separation Anxiety (Nemours Foundation) Also in Spanish Teenagers - 5 Ways to Cope with Anxiety (Nemours Foundation) Also in Spanish - Anxiety (Nemours Foundation) Also in Spanish - Test Anxiety (Nemours Foundation) Also in Spanish - Your Adolescent: Anxiety and Avoidant Disorders (American Academy of Child and Adolescent Psychiatry) Women - Perinatal Anxiety (Postpartum Support International) Also in Spanish - Women and Anxiety (Food and Drug Administration) Also in Spanish Older Adults - Anxiety (AGS Health in Aging Foundation) Patient Handouts - Generalized anxiety disorder (Medical Encyclopedia) Also in Spanish - Generalized anxiety disorder - self-care (Medical Encyclopedia) Also in Spanish - Generalized anxiety disorder in children (Medical Encyclopedia) Also in Spanish - Palliative care - fear and anxiety (Medical Encyclopedia) Also in Spanish - Separation anxiety in children (Medical Encyclopedia) Also in Spanish - Stress and your health (Medical Encyclopedia) Also in Spanish
https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,"Concepts in mental health Mental health is a state of mental well-being that enables people to cope with the stresses of life, realize their abilities, learn well and work well, and contribute to their community. It is an integral component of health and well-being that underpins our individual and collective abilities to make decisions, build relationships and shape the world we live in. Mental health is a basic human right. And it is crucial to personal, community and socio-economic development. Mental health is more than the absence of mental disorders. It exists on a complex continuum, which is experienced differently from one person to the next, with varying degrees of difficulty and distress and potentially very different social and clinical outcomes. Mental health conditions include mental disorders and psychosocial disabilities as well as other mental states associated with significant distress, impairment in functioning, or risk of self-harm. People with mental health conditions are more likely to experience lower levels of mental well-being, but this is not always or necessarily the case. Determinants of mental health Throughout our lives, multiple individual, social and structural determinants may combine to protect or undermine our mental health and shift our position on the mental health continuum. Individual psychological and biological factors such as emotional skills, substance use and genetics can make people more vulnerable to mental health problems. Exposure to unfavourable social, economic, geopolitical and environmental circumstances including poverty, violence, inequality and environmental deprivation also increases peoples risk of experiencing mental health conditions. Risks can manifest themselves at all stages of life, but those that occur during developmentally sensitive periods, especially early childhood, are particularly detrimental. For example, harsh parenting and physical punishment is known to undermine child health and bullying is a leading risk factor for mental health conditions. Protective factors similarly occur"
https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,"throughout our lives and serve to strengthen resilience. They include our individual social and emotional skills and attributes as well as positive social interactions, quality education, decent work, safe neighbourhoods and community cohesion, among others. Mental health risks and protective factors can be found in society at different scales. Local threats heighten risk for individuals, families and communities. Global threats heighten risk for whole populations and include economic downturns, disease outbreaks, humanitarian emergencies and forced displacement and the growing climate crisis. Each single risk and protective factor has only limited predictive strength. Most people do not develop a mental health condition despite exposure to a risk factor and many people with no known risk factor still develop a mental health condition. Nonetheless, the interacting determinants of mental health serve to enhance or undermine mental health. Mental health promotion and prevention Promotion and prevention interventions work by identifying the individual, social and structural determinants of mental health, and then intervening to reduce risks, build resilience and establish supportive environments for mental health. Interventions can be designed for individuals, specific groups or whole populations. Reshaping the determinants of mental health often requires action beyond the health sector and so promotion and prevention programmes should involve the education, labour, justice, transport, environment, housing, and welfare sectors. The health sector can contribute significantly by embedding promotion and prevention efforts within health services; and by advocating, initiating and, where appropriate, facilitating multisectoral collaboration and coordination. Suicide prevention is a global priority and included in the Sustainable Development Goals. Much progress can be achieved by limiting access to means, responsible media reporting, social and emotional learning for adolescents and early intervention. Banning highly hazardous pesticides is a particularly inexpensive and costeffective intervention for reducing suicide rates. Promoting child and adolescent mental health is another priority and"
https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,"can be achieved by policies and laws that promote and protect mental health, supporting caregivers to provide nurturing care, implementing school-based programmes and improving the quality of community and online environments. School-based social and emotional learning programmes are among the most effective promotion strategies for countries at all income levels. Promoting and protecting mental health at work is a growing area of interest and can be supported through legislation and regulation, organizational strategies, manager training and interventions for workers. Mental health care and treatment In the context of national efforts to strengthen mental health, it is vital to not only protect and promote the mental well-being of all, but also to address the needs of people with mental health conditions. This should be done through community-based mental health care, which is more accessible and acceptable than institutional care, helps prevent human rights violations and delivers better recovery outcomes for people with mental health conditions. Community-based mental health care should be provided through a network of interrelated services that comprise: - mental health services that are integrated in general health care, typically in general hospitals and through task-sharing with non-specialist care providers in primary health care; - community mental health services that may involve community mental health centers and teams, psychosocial rehabilitation, peer support services and supported living services; and - services that deliver mental health care in social services and non-health settings, such as child protection, school health services, and prisons. The vast care gap for common mental health conditions such as depression and anxiety means countries must also find innovative ways to diversify and scale up care for these conditions, for example through non-specialist psychological counselling or digital self-help. WHO response All WHO Member States are committed to implementing the Comprehensive mental health action plan 20132030"", which aims to"
https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,"improve mental health by strengthening effective leadership and governance, providing comprehensive, integrated and responsive community-based care, implementing promotion and prevention strategies, and strengthening information systems, evidence and research. In 2020, WHOs Mental health atlas 2020 analysis of country performance against the action plan showed insufficient advances against the targets of the agreed action plan. WHOs World mental health report: transforming mental health for all calls on all countries to accelerate implementation of the action plan. It argues that all countries can achieve meaningful progress towards better mental health for their populations by focusing on three paths to transformation: - deepen the value given to mental health by individuals, communities and governments; and matching that value with commitment, engagement and investment by all stakeholders, across all sectors; - reshape the physical, social and economic characteristics of environments in homes, schools, workplaces and the wider community to better protect mental health and prevent mental health conditions; and - strengthen mental health care so that the full spectrum of mental health needs is met through a community-based network of accessible, affordable and quality services and supports. WHO gives particular emphasis to protecting and promoting human rights, empowering people with lived experience and ensuring a multisectoral and multistakeholder approach. WHO continues to work nationally and internationally including in humanitarian settings to provide governments and partners with the strategic leadership, evidence, tools and technical support to strengthen a collective response to mental health and enable a transformation towards better mental health for all."
https://www.who.int/health-topics/mental-health#tab=tab_1,"Mental health Mental health is a state of mental well-being that enables people to cope with the stresses of life, realize their abilities, learn well and work well, and contribute to their community. It has intrinsic and instrumental value and is integral to our well-being. At any one time, a diverse set of individual, family, community and structural factors may combine to protect or undermine mental health. Although most people are resilient, people who are exposed to adverse circumstances including poverty, violence, disability and inequality are at higher risk of developing a mental health condition. Many mental health conditions can be effectively treated at relatively low cost, yet health systems remain significantly under-resourced and treatment gaps are wide all over the world. Mental health care is often poor in quality when delivered. People with mental health conditions often also experience stigma, discrimination and human rights violations.Mental health conditions include mental disorders and psychosocial disabilities as well as other mental states associated with significant distress, impairment in functioning or risk of self-harm. In 2019, 970 million people globally were living with a mental disorder, with anxiety and depression the most common. Mental health conditions can cause difficulties in all aspects of life, including relationships with family, friends and community. They can result from or lead to problems at school and at work. Globally, mental disorders account for 1 in 6 years lived with disability. People with severe mental health conditions die 10 to 20 years earlier than the general population. And having a mental health condition increases the risk of suicide and experiencing human rights violations. The economic consequences of mental health conditions are also enormous, with productivity losses significantly outstripping the direct costs of care. All WHO Member States are committed to implementing the Comprehensive mental health action plan 20132030,"
https://www.who.int/health-topics/mental-health#tab=tab_1,"which aims to improve mental health by strengthening governance, providing community-based care, implementing promotion and prevention strategies, and strengthening information systems, evidence and research. WHOs World mental health report: transforming mental health for all called on all countries to accelerate progress towards implementing the action plan by deepening the value given to mental health, prioritizing mental health promotion and prevention, and developing networks of community-based services. In 2019, WHO launched the WHO Special Initiative for Mental Health (20192023): Universal Health Coverage for Mental Health to ensure access to quality and affordable mental health care for 100 million more people in 12 priority countries. WHOs Mental Health Gap Action Programme (mhGAP) similarly aims to scale up services for mental, neurological and substance use disorders, especially in low- and middle-income countries. As part of the QualityRights Initiative, WHO has developed a comprehensive package of training and guidance materials to build capacity in implementing a human rights and recovery approach to mental health care."
https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,"Concepts in mental health Mental health is a state of mental well-being that enables people to cope with the stresses of life, realize their abilities, learn well and work well, and contribute to their community. It is an integral component of health and well-being that underpins our individual and collective abilities to make decisions, build relationships and shape the world we live in. Mental health is a basic human right. And it is crucial to personal, community and socio-economic development. Mental health is more than the absence of mental disorders. It exists on a complex continuum, which is experienced differently from one person to the next, with varying degrees of difficulty and distress and potentially very different social and clinical outcomes. Mental health conditions include mental disorders and psychosocial disabilities as well as other mental states associated with significant distress, impairment in functioning, or risk of self-harm. People with mental health conditions are more likely to experience lower levels of mental well-being, but this is not always or necessarily the case. Determinants of mental health Throughout our lives, multiple individual, social and structural determinants may combine to protect or undermine our mental health and shift our position on the mental health continuum. Individual psychological and biological factors such as emotional skills, substance use and genetics can make people more vulnerable to mental health problems. Exposure to unfavourable social, economic, geopolitical and environmental circumstances including poverty, violence, inequality and environmental deprivation also increases peoples risk of experiencing mental health conditions. Risks can manifest themselves at all stages of life, but those that occur during developmentally sensitive periods, especially early childhood, are particularly detrimental. For example, harsh parenting and physical punishment is known to undermine child health and bullying is a leading risk factor for mental health conditions. Protective factors similarly occur"
https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,"throughout our lives and serve to strengthen resilience. They include our individual social and emotional skills and attributes as well as positive social interactions, quality education, decent work, safe neighbourhoods and community cohesion, among others. Mental health risks and protective factors can be found in society at different scales. Local threats heighten risk for individuals, families and communities. Global threats heighten risk for whole populations and include economic downturns, disease outbreaks, humanitarian emergencies and forced displacement and the growing climate crisis. Each single risk and protective factor has only limited predictive strength. Most people do not develop a mental health condition despite exposure to a risk factor and many people with no known risk factor still develop a mental health condition. Nonetheless, the interacting determinants of mental health serve to enhance or undermine mental health. Mental health promotion and prevention Promotion and prevention interventions work by identifying the individual, social and structural determinants of mental health, and then intervening to reduce risks, build resilience and establish supportive environments for mental health. Interventions can be designed for individuals, specific groups or whole populations. Reshaping the determinants of mental health often requires action beyond the health sector and so promotion and prevention programmes should involve the education, labour, justice, transport, environment, housing, and welfare sectors. The health sector can contribute significantly by embedding promotion and prevention efforts within health services; and by advocating, initiating and, where appropriate, facilitating multisectoral collaboration and coordination. Suicide prevention is a global priority and included in the Sustainable Development Goals. Much progress can be achieved by limiting access to means, responsible media reporting, social and emotional learning for adolescents and early intervention. Banning highly hazardous pesticides is a particularly inexpensive and costeffective intervention for reducing suicide rates. Promoting child and adolescent mental health is another priority and"
https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,"can be achieved by policies and laws that promote and protect mental health, supporting caregivers to provide nurturing care, implementing school-based programmes and improving the quality of community and online environments. School-based social and emotional learning programmes are among the most effective promotion strategies for countries at all income levels. Promoting and protecting mental health at work is a growing area of interest and can be supported through legislation and regulation, organizational strategies, manager training and interventions for workers. Mental health care and treatment In the context of national efforts to strengthen mental health, it is vital to not only protect and promote the mental well-being of all, but also to address the needs of people with mental health conditions. This should be done through community-based mental health care, which is more accessible and acceptable than institutional care, helps prevent human rights violations and delivers better recovery outcomes for people with mental health conditions. Community-based mental health care should be provided through a network of interrelated services that comprise: - mental health services that are integrated in general health care, typically in general hospitals and through task-sharing with non-specialist care providers in primary health care; - community mental health services that may involve community mental health centers and teams, psychosocial rehabilitation, peer support services and supported living services; and - services that deliver mental health care in social services and non-health settings, such as child protection, school health services, and prisons. The vast care gap for common mental health conditions such as depression and anxiety means countries must also find innovative ways to diversify and scale up care for these conditions, for example through non-specialist psychological counselling or digital self-help. WHO response All WHO Member States are committed to implementing the Comprehensive mental health action plan 20132030"", which aims to"
https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,"improve mental health by strengthening effective leadership and governance, providing comprehensive, integrated and responsive community-based care, implementing promotion and prevention strategies, and strengthening information systems, evidence and research. In 2020, WHOs Mental health atlas 2020 analysis of country performance against the action plan showed insufficient advances against the targets of the agreed action plan. WHOs World mental health report: transforming mental health for all calls on all countries to accelerate implementation of the action plan. It argues that all countries can achieve meaningful progress towards better mental health for their populations by focusing on three paths to transformation: - deepen the value given to mental health by individuals, communities and governments; and matching that value with commitment, engagement and investment by all stakeholders, across all sectors; - reshape the physical, social and economic characteristics of environments in homes, schools, workplaces and the wider community to better protect mental health and prevent mental health conditions; and - strengthen mental health care so that the full spectrum of mental health needs is met through a community-based network of accessible, affordable and quality services and supports. WHO gives particular emphasis to protecting and promoting human rights, empowering people with lived experience and ensuring a multisectoral and multistakeholder approach. WHO continues to work nationally and internationally including in humanitarian settings to provide governments and partners with the strategic leadership, evidence, tools and technical support to strengthen a collective response to mental health and enable a transformation towards better mental health for all."
https://www.who.int/news-room/fact-sheets/detail/mental-health-in-emergencies,"Types of problems There are various types of social and mental health problems in any large emergency. Social problems: - pre-existing: e.g. poverty and discrimination of marginalized groups; - emergency-induced: e.g. family separation, lack of safety, loss of livelihoods, disrupted social networks, and low trust and resources; and - humanitarian response-induced: e.g. overcrowding, lack of privacy, and undermining of community or traditional support. Mental health problems: - pre-existing: e.g. mental disorders such as depression, schizophrenia or harmful use of alcohol; - emergency-induced: e.g. grief, acute stress reactions, harmful use of alcohol and drugs, and depression and anxiety, including post-traumatic stress disorder; and - humanitarian response-induced: e.g. anxiety due to a lack of information about food distribution or about how to obtain basic services. Prevalence Most people affected by emergencies will experience distress (e.g. feelings of anxiety and sadness, hopelessness, difficulty sleeping, fatigue, irritability or anger and/or aches and pains). This is normal and will for most people improve over time. However, the prevalence of common mental disorders such as depression and anxiety is expected to more than double in a humanitarian crisis. The burden of mental disorders among conflict-affected populations is extremely high: WHOs review of 129 studies in 39 countries showed that among people who have experienced war or other conflict in the previous 10 years, one in five people (22%) will have depression, anxiety, post-traumatic stress disorder, bipolar disorder or schizophrenia (1). According to WHOs review, the estimated prevalence of mental disorders among conflict- affected populations at any specific point in time (point prevalence) is 13% for mild forms of depression, anxiety, and post-traumatic stress disorder and 4% for moderate forms of these disorders. The estimated point prevalence for severe disorders (i.e. schizophrenia, bipolar disorder, severe depression, severe anxiety, and severe post-traumatic stress disorder) is 5%. It is"
https://www.who.int/news-room/fact-sheets/detail/mental-health-in-emergencies,"estimated that one in 11 people (9%) living in a setting that has been exposed to conflict in the previous 10 years will have a moderate or severe mental disorder. In conflict-affected settings, depression and anxiety increase with age. Depression is more common in women than in men. People with severe mental disorders can be especially vulnerable during and after emergencies and they need access to basic needs and clinical care. A review published in 2014 of the health information system from 90 refugee camps across 15 low- and middle-income countries found that 41% of health-care visits for mental, neurological and substance use disorders were for epilepsy/seizures, 23% for psychotic disorders, and 13% for moderate and severe forms of depression, anxiety or post-traumatic stress disorder. Effective emergency response WHO-endorsed interagency mental health and psychosocial support guidelines for an effective response to emergencies recommend services at a number of levels from basic services to clinical care. Clinical care for mental health should be provided by or under the supervision of mental health specialists such as psychiatric nurses, psychologists or psychiatrists. Community self-help and social support should be strengthened, for example by creating or re-establishing community groups in which members solve problems collaboratively and engage in activities such as emergency relief or learning new skills, while ensuring the involvement of people who are vulnerable and marginalized, including people with mental disorders. Psychological first aid offers first-line emotional and practical support to people experiencing acute distress due to a recent event and should be made available by field workers, including health staff, teachers or trained volunteers. Basic clinical mental health care covering priority conditions (e.g. depression, psychotic disorders, epilepsy, alcohol and substance abuse) should be provided at every health-care facility by trained and supervised general health staff. Psychological interventions (e.g. problem-solving interventions, group"
https://www.who.int/news-room/fact-sheets/detail/mental-health-in-emergencies,"interpersonal therapy, interventions based on the principles of cognitive-behavioural therapy) for people impaired by prolonged distress should be offered by specialists or by trained and supervised community workers in the health and social sector. Protecting and promoting the rights of people with severe mental health conditions and psychosocial disabilities is especially critical in humanitarian emergencies. This includes visiting, monitoring and supporting people at psychiatric facilities and residential homes. Links and referral mechanisms need to be established between mental health specialists, general health-care providers, community-based support and other services (e.g. schools, social services and emergency relief services such as those providing food, water and housing/shelter). Looking forward: emergencies can build better mental health systems Mental health is crucial to the overall social and economic recovery of individuals, societies, and countries after emergencies. Global progress on mental health reform will happen more quickly if, during every crisis, efforts are initiated to convert the short-term increase in attention to mental health issues combined with a surge of aid, into momentum for long-term service development. Many countries have capitalized on emergency situations to build better mental health systems after crises. In the Syrian Arab Republic, despite or perhaps because of the challenges presented by the ongoing conflict, mental health services and psychosocial support are becoming more widely available than ever before. Mental health and psychosocial support is now offered in primary and secondary health and social care facilities, through community and women's centres and through school-based programmes, in more than 12 Syrian cities located in governorates severely affected by the conflict. This contrasts with the situation before the conflict, when mental health care was mainly provided in mental hospitals in Aleppo and Damascus. In Sri Lanka, during the immediate aftermath of the 2004 tsunami, mental health was a key priority. This led to a"
https://www.who.int/news-room/fact-sheets/detail/mental-health-in-emergencies,"mental health system reform, supported by WHO, which addressed the shortage of human resources for mental health such as different cadres of dedicated mental health staff. As a result, 20 of the countrys 27 districts now have mental health services infrastructure, compared with only 10 before the tsunami. When Typhoon Haiyan devastated the Philippines in 2013, there were only two facilities that provided basic mental health services and the number of people able to provide support was insufficient to meet the need. A major scale up of government mental health services was supported by WHO and partners. As a result, 100% of the Philippines general health facilities in the affected region now have staff who are trained in the management of mental disorders. Mental health should also be a component of national disaster preparedness plans. WHO and the Pan-American Health Organization are supporting countries in the Caribbean sub-region of the Americas so that they will be able to provide adequate mental health and psychosocial support to people in need following hurricanes and other natural disasters. In many humanitarian and conflict settings, access to quality, affordable mental health care is limited. This access can be further diminished due to public health emergencies such as COVID-19, which tend to disrupt services and increase needs further. WHO response WHO is the lead agency in providing technical advice on mental health in emergency situations. In 2022 WHO is operational on mental health in a range of countries and territories affected by large-scale emergencies such as Afghanistan, Bangladesh, Ethiopia, Iraq, Jordan, Lebanon, Libya, Nigeria, South Sudan, the Syrian Arab Republic, Turkey, Ukraine, the West Bank and Gaza Strip and Yemen. WHO co-chairs the IASC Reference Group on Mental Health and Psychosocial Support (MHPSS)in Emergency Settings that provides advice and support to organizations working in emergencies"
https://www.who.int/news-room/fact-sheets/detail/mental-health-in-emergencies,"and to country-level MHPSS technical working groups in more than 50 countries affected by emergencies. The Organization works globally to ensure that the humanitarian mental health response is both coordinated and effective, and that following humanitarian emergencies, all efforts are made to build/rebuild mental health services for the long-term. WHOs advice and tools are used by most large international humanitarian organizations active in mental health. WHO and partners have published a range of practical tools and guidelines to meet the mental health needs of people affected by emergencies."
https://www.who.int/news-room/fact-sheets/detail/mental-health-and-forced-displacement,"Problems and stressors facing migrants and refugees Migrants and refugees often face various problems and stressors which can take place at various stages of the migration process: Pre-migration: lack of livelihoods and opportunities for education and development, exposure to armed conflict, violence, poverty and/or persecution. Migration travel and transit: exposure to challenging and life-threatening conditions including violence and detention and lack of access to services to cover their basic needs. Post-migration: barriers to accessing health care and other services to meet their basic needs as well as poor living conditions, separation from family members and support networks, possible uncertainty regarding work permits and legal status (asylum application), and in some cases immigration detention. Integration and settlement: poor living or working conditions, unemployment, assimilation difficulties, challenges to cultural, religious, and gender identities, challenges with obtaining entitlements, changing policies in host countries, racism and exclusion, tension between host population and migrants and refugees, social isolation and possible deportation. Risk and protective factors for mental health conditions All of the above-mentioned stressors can increase the risk of developing mental health conditions. For example, unemployment, poor socioeconomic conditions, and lack of social integration among migrants and refugees are risk factors for mental health conditions such as depression. At the same time, these stressors can also exacerbate pre-existing social and mental health problems. Factors that negatively impact the mental health and well-being of migrant and refugee children include socioeconomic deprivation, discrimination, racism, low family cohesion, and frequent school changes. Children who have been separated from migrating parents are at heightened risk of developing depression, anxiety, suicidal ideation, conduct disorder, and substance use problems. On the other hand, the impact of stressors can be buffered by protective factors such as access to employment and services, social support, proficiency in the language of the host country, and"
https://www.who.int/news-room/fact-sheets/detail/mental-health-and-forced-displacement,"family reunification. Among resettled refugee children, protective factors include better socioeconomic status, access to education, a perceived sense of safety, contacts with family, living and socialising alongside other people of the same ethnic origin, a stable and cohesive family structure and good parental mental health. Prevalence of mental health conditions Many migrants and refugees will experience distress (e.g. feelings of anxiety and sadness, hopelessness, difficulty sleeping, fatigue, irritability, anger and/or aches and pains). For most people, these reactions will improve over time. Some studies show that the prevalence of common mental disorders (e.g. depression, anxiety and post-traumatic stress disorder (PTSD)) is higher among migrants and refugees than among host populations. Asylum seekers tend to be at elevated risk of suicide. There is also consistent evidence that the incidence of psychoses is higher among migrant populations in a number of countries, and this has been linked with the cumulative effect of social disadvantages before, during and after migration. Responding to the mental health needs of migrants and refugees A comprehensive, multi-disciplinary and inclusive approach is needed to address the mental health needs of migrants and refugees. Overcoming barriers to receiving mental health care Addressing barriers to receiving mental health care should include: - provision of clear information on mental health care entitlements and how to receive services (e.g. through reception centers, community outreach, schools, religious or cultural settings); - outreach to at-risk groups (e.g. unaccompanied minors, persons with disabilities, persons who identify as LGBTIQ+); - facilitation of affordable and non-discriminatory access to care regardless of legal status, ensuring financial coverage of mental health services and care provided; - facilitation of communication (e.g. through engaging interpreters and cultural mediators); - providing person-centred care that is respectful of cultural differences; and - facilitating the engagement of multiple sectors and systems (e.g. law enforcement,"
https://www.who.int/news-room/fact-sheets/detail/mental-health-and-forced-displacement,"protection, social services and education) to integrate mental health considerations and support and ensure referral and access to mental health services. Integrating mental health in primary health care Making mental health care available through general health care can help identify migrants and refugees with mental health conditions and can make care more accessible and cost effective (e.g. see WHO mhGAP intervention guides mhGAP-HIG and mhGAP-IG). The delivery of interventions may require adaptation to migrant and refugee populations to take into account language and cultural considerations. Interventions provided should be consistent with the national guidelines and policies on mental health of the host country. Ensuring continuity of care When providing mental health care, an important consideration is related to the length of stay of the migrant or refugee in the host country. The continuity and quality of mental health care of migrants and refugees on the move can be improved by creating international protocols for assuring continuity of care, improving communication among different social and mental health service providers and providing key written information tailored to their needs that migrants and refugees can take with them and share with different providers. Addressing social determinants and promoting social integration and inclusion Migration management policies and provision that have proved to have a negative effect on the mental well-being of migrants (e.g. separation of families and children) should be avoided. The social integration of migrants and refugees can be facilitated by equal access to employment opportunities and decent work, vocational training, financial support, social protection services, and legal and law enforcement agencies, as well as mental health care and psychosocial support. The recognition of skills and qualifications acquired pre-migration can also help their integration into the employment sector. Activities and events that promote the social inclusion of migrants and refugees include community forums"
https://www.who.int/news-room/fact-sheets/detail/mental-health-and-forced-displacement,"or peer-mentorship programmes organized by members of the same refugee or migrant group who are already well-integrated into the local community. Special attention is required to support asylum seekers. WHO response WHO is the lead International agency in providing technical advice on mental health. WHO developed a Global Action Plan (2019-2023) to promote the health of migrants and refugees, approved by the World Health Assembly in May 2019. The Global Action Plan describes overarching priorities and guiding principles to promote the health of migrants and refugees and to contribute to achieving the aim of the 2030 Agenda for Sustainable Development to leave no one behind. The Global Action Plan highlights how the many barriers that migrants and refugees experience in accessing health-care services can precipitate negative mental health outcomes. The plan recommends priorities and options for action by the Secretariat in coordination and collaboration with the International Organization for Migration (IOM), the United Nations High Commissioner for Refugees (UNHCR) and other relevant partners. In May 2021, the World Health Assembly endorsed an update of the Comprehensive Mental Health Action Plan (2013-2030), with the overall goal to promote mental well-being, prevent mental disorders, provide care, enhance recovery, promote human rights and reduce the mortality, morbidity and disability of persons with mental disorders. WHO is committed to supporting Member States in promoting the physical and mental health of migrants and refugees by strengthening health care services, as appropriate and acceptable to country contexts and financial situations, and in line with their national priorities and legal frameworks and competence. WHO is also committed to ensuring that essential components are addressed, including the provision of treatment and care for mental and behavioural disorders. In line with the Global Action Plan, WHO is operational on mental health in a range of countries and territories that"
https://www.who.int/news-room/fact-sheets/detail/mental-health-and-forced-displacement,"host large numbers of migrants and refugees. These include Bangladesh, Colombia, Pakistan, Iraq, Jordan, Lebanon, Libya, Pakistan, South Sudan, Sudan, Turkey and Uganda. WHO has close working relationship with other UN partners, including IOM and UNHCR to meet the mental health needs of migrants and refugees. WHO co-chairs the Inter-Agency Standing Committee Reference Group on Mental Health and Psychosocial Support in Emergency Settings that provides advice and support to organizations working in emergencies and helps ensure that the mental health response is coordinated and effective. Emergency situations often cause displacement and may lead to people becoming refugees or internally displaced. WHOs advice and tools are used by most large international humanitarian organizations active in mental health. WHO and partners have published a range of practical tools and guidelines to meet the mental health needs of people affected by emergencies, including migrants and refugees. (1) World Migration Report 2020. International Organization for Migration, Geneva."
https://www.who.int/news-room/fact-sheets/detail/mental-health-at-work,"Key facts - Decent work is good for mental health. - Poor working environments including discrimination and inequality, excessive workloads, low job control and job insecurity pose a risk to mental health. - 15% of working-age adults were estimated to have a mental disorder in 2019. - Globally, an estimated 12 billion working days are lost every year to depression and anxiety at a cost of US$ 1 trillion per year in lost productivity. - There are effective actions to prevent mental health risks at work, protect and promote mental health at work, and support workers with mental health conditions. Overview Almost 60% of the world population is in work (1). All workers have the right to a safe and healthy environment at work. Work can protect mental health. Decent work supports good mental health by providing: - a livelihood; - a sense of confidence, purpose and achievement; - an opportunity for positive relationships and inclusion in a community; and - a platform for structured routines, among many other benefits. For people with mental health conditions, decent work can contribute to recovery and inclusion, improve confidence and social functioning. Safe and healthy working environments are not only a fundamental right but are also more likely to minimize tension and conflicts at work and improve staff retention, work performance and productivity. Conversely, a lack of effective structures and support at work, especially for those living with mental health conditions, can affect a persons ability to enjoy their work and do their job well; it can undermine peoples attendance at work and even stop people getting a job in the first place. Risks to mental health at work At work, risks to mental health, also called psychosocial risks, may be related to job content or work schedule, specific characteristics of the workplace"
